SentenceID,Transcript,Gender,Native,AudioPath,Split
speaker29_f_nn_utt13,saiki dinten sebtu wayahe libur,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker29_f_nn_utt13.wav,train
speaker29_f_nn_utt14,semoga enggal mari,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker29_f_nn_utt14.wav,train
speaker29_f_nn_utt15,piye enak jamanku to,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker29_f_nn_utt15.wav,train
speaker29_f_nn_utt16,dahar seenten e mawon nggih,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker29_f_nn_utt16.wav,train
speaker29_f_nn_utt17,sugeng sonten kancaku,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker29_f_nn_utt17.wav,train
speaker29_f_nn_utt19,tresno iku kadang koyo criping telo iso ajur nek ora ngati ati le nggowo,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker29_f_nn_utt19.wav,train
speaker29_f_nn_utt20,tenangno pikirmu ayemno atimu gusti allah mboten sare,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker29_f_nn_utt20.wav,train
speaker29_f_nn_utt21,ojo ngasi kenangan ngrusak masa depan,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker29_f_nn_utt21.wav,train
speaker29_f_nn_utt22,kadang lathi iso gawe loroning ati,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker29_f_nn_utt22.wav,train
speaker29_f_nn_utt24,dosa sing paling menyedihkan iku dosambat ora duwe duit,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker29_f_nn_utt24.wav,train
speaker29_f_nn_utt25,wong menang iku wong sing bisa ngasorake priyanggane dhewe,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker29_f_nn_utt25.wav,train
speaker29_f_nn_utt26,ojo gampang nyerah saben kesulitan mesti ono dalane,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker29_f_nn_utt26.wav,train
speaker29_f_nn_utt27,tetep semangat awan peteng wis takdir nanging usaha tetep kudu mlaku,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker29_f_nn_utt27.wav,train
speaker29_f_nn_utt28,ra perlu mbandingke uripmu karo wong liya saben uwong nduwe lakune dhewe,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker29_f_nn_utt28.wav,train
speaker29_f_nn_utt29,yen kesel yo ngaso ojo nganti mandek sakdurunge tekan tujuanmu,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker29_f_nn_utt29.wav,train
speaker29_f_nn_utt30,sing penting terus maju sanajan alon sing penting ora mundur,female,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker29_f_nn_utt30.wav,train
speaker30_m_nn_utt01,sugeng enjang kowe wis sarapan durung,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt01.wav,train
speaker30_m_nn_utt02,aku arep menyang kampus saiki,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt02.wav,train
speaker30_m_nn_utt06,aku durung ngerti tugas iki kowe wis rampung,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt06.wav,train
speaker30_m_nn_utt10,aku kesel amarga kuliah saka esuk,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt10.wav,train
speaker30_m_nn_utt11,kowe wis siap kanggo presentasi,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt11.wav,train
speaker30_m_nn_utt12,aku arep nggarap tugas bareng kowe,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt12.wav,train
speaker30_m_nn_utt13,kowe oleh kirim file tugas saiki,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt13.wav,train
speaker30_m_nn_utt14,aku bali dhisik mengko wae tak terusno,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt14.wav,train
speaker30_m_nn_utt15,kowe wes ngerti jadwal ujian anyar,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt15.wav,train
speaker30_m_nn_utt16,aku nyuwun pangapunten yen telat tekan kelas,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt16.wav,train
speaker30_m_nn_utt17,kowe iso nuduhake dalan menyang laboratorium,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt17.wav,train
speaker30_m_nn_utt18,aku arep istirahat sebentar ing perpustakaan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt18.wav,train
speaker30_m_nn_utt19,kowe oleh pinjem buku iki yen butuh,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt19.wav,train
speaker30_m_nn_utt20,aku krungu yen kelas dina iki dibatalke,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt20.wav,train
speaker30_m_nn_utt21,kowe wis nonton rekaman kuliah bar kuwi,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt21.wav,train
speaker30_m_nn_utt22,aku seneng yen kowe gelem kerja kelompok karo aku,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt22.wav,train
speaker30_m_nn_utt23,kowe arep mulih jam pira,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt23.wav,train
speaker30_m_nn_utt24,aku durung makan saka esuk,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt24.wav,train
speaker30_m_nn_utt26,aku arep sinau neng ruang belajar kampus,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt26.wav,train
speaker30_m_nn_utt27,kowe wis daftar praktikum sing anyar,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt27.wav,train
speaker30_m_nn_utt28,aku arep latihan presentasi kowe iso ngrungokake sebentar,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt28.wav,train
speaker30_m_nn_utt29,kowe iso ngajari aku rumus iki,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt29.wav,train
speaker30_m_nn_utt30,aku matur nuwun akeh amarga kowe wis mbantu,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker30_m_nn_utt30.wav,train
speaker31_m_nn_utt02,pas aku dolan jebul ketemu kowe neng dalan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt02.wav,train
speaker31_m_nn_utt03,aku mau ketemu wong sing rupane mirip kowe nganti aku meh kleru nyapa,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt03.wav,train
speaker31_m_nn_utt04,sepurane aku keturon wektu nunggu balasanmu,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt04.wav,train
speaker31_m_nn_utt06,kowe nek guyon kok rai mu tetep serius wae,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt06.wav,train
speaker31_m_nn_utt08,kowe turu kok posisine aneh kaya cicak,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt08.wav,train
speaker31_m_nn_utt09,sak dina iki aku muter muter golek parkiran kosong nganti kesel,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt09.wav,train
speaker31_m_nn_utt10,aku weruh langit ireng kaya arep udan gedhe,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt10.wav,train
speaker31_m_nn_utt11,sakdurunge lungo aku wis wanti wanti nanging tetep wae kowe lali,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt11.wav,train
speaker31_m_nn_utt12,aku mau kleru mlebu ruangan nganti wong wonge podo ngdelok aku,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt12.wav,train
speaker31_m_nn_utt13,jarene dee urip joko,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt13.wav,train
speaker31_m_nn_utt14,kucingku kok seneng mangan jagung,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt14.wav,train
speaker31_m_nn_utt16,arep cemburu kok dudu sopo sopone,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt16.wav,train
speaker31_m_nn_utt17,ora usah mbok angen angen wong seng mbiyen nglarani,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt17.wav,train
speaker31_m_nn_utt18,saiki aku wes sadar,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt18.wav,train
speaker31_m_nn_utt19,kurangku opo jajal kowe ngomongo,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt19.wav,train
speaker31_m_nn_utt20,kamarku saiki mambu cat anyar nganti sirahku muter,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt20.wav,train
speaker31_m_nn_utt21,aku iki gampang kepedesen sanajan mangan sambel sing ora pedes,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt21.wav,train
speaker31_m_nn_utt22,paketku mau dititipke nang tangga,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt22.wav,train
speaker31_m_nn_utt23,mau aku kesandung ember nganti banyune muncrat kabeh,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt23.wav,train
speaker31_m_nn_utt24,aku wis golek kunci saka jam siji ora ketemu pisan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt24.wav,train
speaker31_m_nn_utt26,sakdurunge adus aku nemokake sabunku klempit nang pojokan rak,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt26.wav,train
speaker31_m_nn_utt27,ra koyo koe sing gampang golek liyane,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt27.wav,train
speaker31_m_nn_utt28,kowe nek ngguyu kok nganti ndangak ngono kaya ketiban berkah mendadak,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt28.wav,train
speaker31_m_nn_utt29,sampek saiki dalan iku durung di dandani karo pemerintah,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt29.wav,train
speaker31_m_nn_utt30,tak sogok tak sogok,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker31_m_nn_utt30.wav,train
speaker32_m_nn_utt01,kula badhe tumbas brambang lan bawang,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt01.wav,train
speaker32_m_nn_utt02,kula pados sayur ingkang tasih seger,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt02.wav,train
speaker32_m_nn_utt04,kula nyuwun tiganipun setunggal kilo,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt04.wav,train
speaker32_m_nn_utt08,kula tawar gangsal ewu mawon nggih,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt08.wav,train
speaker32_m_nn_utt09,menawi angsal kirang kula borong sedaya,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt09.wav,train
speaker32_m_nn_utt10,kula pun biyasa langganan ten mriki,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt10.wav,train
speaker32_m_nn_utt11,pas ipun semonten mawon ampun mindhak,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt11.wav,train
speaker32_m_nn_utt12,nyuwun tulung ulamipun diresiki pisan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt12.wav,train
speaker32_m_nn_utt14,kula nyuwun lombok rawit ingkang pedes,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt14.wav,train
speaker32_m_nn_utt15,tumbasipun sakedhik mawon kangge masak,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt15.wav,train
speaker32_m_nn_utt16,niki artanipun pas mboten sah susuk,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt16.wav,train
speaker32_m_nn_utt17,kula bayar ngge arta alit mawon,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt17.wav,train
speaker32_m_nn_utt18,nyuwun kresekipun didadosaken setunggal,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt18.wav,train
speaker32_m_nn_utt20,susukipun kagem ibu mawon,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt20.wav,train
speaker32_m_nn_utt22,buahipun katingal manis sanget,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt22.wav,train
speaker32_m_nn_utt23,kula pados lisah goreng kemasan botol,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt23.wav,train
speaker32_m_nn_utt24,mangke kula mriki malih menawi cocok,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt24.wav,train
speaker32_m_nn_utt25,nyuwun tulung ditali ingkang rapet,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt25.wav,train
speaker32_m_nn_utt26,kula badhe ningali ningali rumiyin,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt26.wav,train
speaker32_m_nn_utt27,sampun cekap blanjanipun,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt27.wav,train
speaker32_m_nn_utt28,matur nuwun sanget nggih,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt28.wav,train
speaker32_m_nn_utt29,mugi mugi daganganipun laris manis,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt29.wav,train
speaker32_m_nn_utt30,kula pamit wangsul rumiyin,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker32_m_nn_utt30.wav,train
speaker33_m_nn_utt01,atiku bungah banget weruh kowe teka,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt01.wav,train
speaker33_m_nn_utt02,aku isin banget nalika ketemu mantan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt02.wav,train
speaker33_m_nn_utt03,dheweke nesu amarga dijak ngguyu,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt03.wav,train
speaker33_m_nn_utt04,aku kangen banget karo kampung halaman,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt04.wav,train
speaker33_m_nn_utt05,awakku kesel banget nganti ora kuat mlaku,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt05.wav,train
speaker33_m_nn_utt07,srengenge terik banget nganti kulitku gosong,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt07.wav,train
speaker33_m_nn_utt09,peteng ndhedhet ora katon apa apa,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt09.wav,train
speaker33_m_nn_utt10,embun isih netes ning godhong godhongan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt10.wav,train
speaker33_m_nn_utt11,aku lagi padu karo bojoku gara gara sepele,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt11.wav,train
speaker33_m_nn_utt13,koncoku ngajak kondangan ning omah sepupune,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt13.wav,train
speaker33_m_nn_utt14,pakdhe teka nggawa oleh oleh saka jakarta,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt14.wav,train
speaker33_m_nn_utt15,aku tau ndeleng ufo ning langit wengi,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt15.wav,train
speaker33_m_nn_utt16,motore mogok neng tengah dalan sepi,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt16.wav,train
speaker33_m_nn_utt18,aku kesasar ning alas amarga salah dalan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt18.wav,train
speaker33_m_nn_utt19,awakku melu lomba makan kerupuk ning ha u te er i,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt19.wav,train
speaker33_m_nn_utt21,cita citaku arep dadi dokter hewan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt21.wav,train
speaker33_m_nn_utt22,sesuk aku kudu nglamar gaweyan anyar,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt22.wav,train
speaker33_m_nn_utt23,yen wis lulus aku arep nikah karo pacarku,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt23.wav,train
speaker33_m_nn_utt24,muga muga awakku bisa lolos ujian iki,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt24.wav,train
speaker33_m_nn_utt25,pecel lele ning warung pojok enak tenan rasane,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt25.wav,train
speaker33_m_nn_utt26,aku pengen mangan soto,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt26.wav,train
speaker33_m_nn_utt28,ponakan wis bisa mlaku dhewe umur setahun,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt28.wav,train
speaker33_m_nn_utt29,simbah putri lagi ngalem ning kamar,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt29.wav,train
speaker33_m_nn_utt30,kucingku mlayu ngebut ngoyak tikus,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker33_m_nn_utt30.wav,train
speaker34_m_nn_utt01,sejumlah pangguna motor nang suroboyo ngeluh motore mogok sakwise ngisi bahan bakar minyak jenis pertalite nang es pe be u pertamina setempat,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt01.wav,train
speaker34_m_nn_utt02,sakdurunge kehebohan sing podo pisan sempet kedadian nang tuban,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt02.wav,train
speaker34_m_nn_utt03,salah siji warga sing ngeluh yaiku irfan wong sidoyoso kecamatan simokerto kota suroboyo,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt03.wav,train
speaker34_m_nn_utt04,aku mulih disik yo,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt04.wav,train
speaker34_m_nn_utt05,sesuk ketemu maneh,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt05.wav,train
speaker34_m_nn_utt06,ojo kesusu,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt06.wav,train
speaker34_m_nn_utt07,lawange tulung ditutup,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt07.wav,train
speaker34_m_nn_utt08,masakane enak tenan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt08.wav,train
speaker34_m_nn_utt09,aku arep gawe kopi,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt09.wav,train
speaker34_m_nn_utt10,kowe mangkat jam piro,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt10.wav,train
speaker34_m_nn_utt11,aku lagi sinau,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt11.wav,train
speaker34_m_nn_utt14,hape ku batrene entek,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt14.wav,train
speaker34_m_nn_utt15,wah kok iso,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt15.wav,train
speaker34_m_nn_utt16,mugo mugo kabeh lancar,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt16.wav,train
speaker34_m_nn_utt17,kapan kapan dolan mrene maneh yo,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt17.wav,train
speaker34_m_nn_utt18,aku bar tangi turu,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt18.wav,train
speaker34_m_nn_utt19,tulung pesenno kopi siji,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt19.wav,train
speaker34_m_nn_utt20,aku yo melu,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt20.wav,train
speaker34_m_nn_utt21,durung ngerti aku,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt21.wav,train
speaker34_m_nn_utt22,titip salam kanggo ibumu,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt22.wav,train
speaker34_m_nn_utt23,rasane kok rodo adem,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt23.wav,train
speaker34_m_nn_utt24,ojo lali jupuk pakete,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt24.wav,train
speaker34_m_nn_utt25,aku kudu nabung sik,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt25.wav,train
speaker34_m_nn_utt27,awas ati ati nang dalan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt27.wav,train
speaker34_m_nn_utt29,iyo bener kuwi,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt29.wav,train
speaker34_m_nn_utt30,jajal panganan iki enak lho,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker34_m_nn_utt30.wav,train
speaker35_m_n_utt02,lima kandang pitik dideleh ning mburi omah,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker35_m_n_utt02.wav,train
speaker35_m_n_utt07,tigan seko pitik pitik iku dijupuki saben dino nek nemu,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker35_m_n_utt07.wav,train
speaker35_m_n_utt10,aku duweni cita cita yen suk gedhe bakal iso nerusne usahane bapakku gen luweh gedhe,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker35_m_n_utt10.wav,train
speaker35_m_n_utt11,pas bali sekolah aku karo kanca kancaku mangkat niliki andi,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker35_m_n_utt11.wav,train
speaker35_m_n_utt12,andi wis ra mlebu sekolah seminggu,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker35_m_n_utt12.wav,train
speaker35_m_n_utt15,aku lan koncoku numpak onthel bareng sisan bali,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker35_m_n_utt15.wav,train
speaker35_m_n_utt17,akhire aku golek tambal ban dikancani edo,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker35_m_n_utt17.wav,train
speaker35_m_n_utt20,aku matur suwun banget karo edo,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker35_m_n_utt20.wav,train
speaker35_m_n_utt21,mergo edo gelem tak goncengi mangkat mulih dino kui,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker35_m_n_utt21.wav,train
speaker35_m_n_utt25,ibukku pesen roti ulang tahun sing bentuke minion koyo sing tak senengi,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker35_m_n_utt25.wav,train
speaker35_m_n_utt29,ora kroso minggu ngarep wis preian sekolah,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker35_m_n_utt29.wav,train
speaker35_m_n_utt30,aku lan keluarga duwe rencana bakal dolan menyang griyane kakungku ning gunung sari,male,True,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker35_m_n_utt30.wav,train
speaker36_m_nn_utt01,kula nyuwun idin rumiyin supados saged mlebet,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker36_m_nn_utt01.wav,train
speaker36_m_nn_utt02,panjenengan kersa maringi penjelasan langkung cetha,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker36_m_nn_utt02.wav,train
speaker36_m_nn_utt03,mugi rapat enjing saged lumampah kanthi tertib,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker36_m_nn_utt03.wav,train
speaker36_m_nn_utt05,panjenengan sampun siyap kangge miwiti pakaryan dinten menika,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker36_m_nn_utt05.wav,train
speaker36_m_nn_utt06,mugi lelampahan panjenengan tansah pinaringan wilujeng,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker36_m_nn_utt06.wav,train
speaker36_m_nn_utt07,kula badhe nerusake sinau sasampunipun dhahar,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker36_m_nn_utt07.wav,train
speaker36_m_nn_utt08,panjenengan kersa nyuwun ngentosi sakderengipun kula rampung makarya,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker36_m_nn_utt08.wav,train
speaker36_m_nn_utt09,nyuwun sewu menawi kula taksih mboten mangertos,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker36_m_nn_utt09.wav,train
speaker36_m_nn_utt11,kula badhe nyerat layang resmi kangge kaping pisan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker36_m_nn_utt11.wav,train
speaker36_m_nn_utt12,panjenengan saged maringi dhawuh menapa ingkang dipun perlokaken,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker36_m_nn_utt12.wav,train
speaker36_m_nn_utt13,mugi berkas punika saged panjenengan waca menawi sampun gadhah wekdal,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker36_m_nn_utt13.wav,train
speaker36_m_nn_utt14,kula ngaturaken panuwun sanget dhumateng panjenengan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker36_m_nn_utt14.wav,train
speaker36_m_nn_utt15,panjenengan sageda mirsani paparan punika kanthi teliti,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker36_m_nn_utt15.wav,train
speaker36_m_nn_utt16,menawi dipun paringi wekdal kula badhe maringi klarifikasi,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker36_m_nn_utt16.wav,train
speaker36_m_nn_utt17,mugi tugas punika saged rampung kanthi lancar,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker36_m_nn_utt17.wav,train
speaker36_m_nn_utt18,kula nyuwun pamrayoga panjenengan kangge pambiji pungkasan,male,False,D:\sppech\tubes_2_asr_javanese\data\audio_input\speaker36_m_nn_utt18.wav,train
